Id,SalePrice
2658,156700.65307159733
2718,197110.6069101883
2414,180732.40401028012
1989,112328.93306968201
625,176083.36914666288
333,101163.88660647684
1327,113020.12776136026
858,145587.61622840728
95,203642.60575852625
1568,165442.80556197703
2482,166138.51410357867
1364,115702.56852358756
2584,167598.3709873064
818,316581.5794531732
2673,155141.53053311765
2089,107543.99230016331
1297,152981.09248939247
790,127111.04456926807
2616,185119.09871849237
720,162323.03774108159
222,136682.13259452712
557,130820.5340580749
1148,197376.96654878053
2766,171031.75863574198
534,186299.48952548823
1452,128537.52550581777
630,127815.01203363668
2648,110634.3919891042
125,145626.8084447427
1904,105700.62320132845
1670,122367.80940323425
756,101891.0904598828
717,243851.6422961301
1032,142029.8711801128
852,216131.55572813304
1731,177674.0908373657
2639,107543.35105434978
2071,102317.93844288585
1267,114801.10973788267
1851,205611.88452130285
567,163618.98060626182
2439,210593.2730885092
1898,150455.53079883652
647,139282.45019319755
2256,215092.25833929074
979,99124.24116361956
1444,209590.55158796988
2485,124554.28560893552
157,127048.37036661754
88,135332.40187953803
2003,114873.27219120385
186,172585.30029113073
1425,261332.14041677752
2695,117443.29486914966
738,117230.58671663687
395,147795.65181555419
1353,172529.17640260272
1878,146991.19234989467
390,168087.23456016183
1456,225491.51458453556
1103,319700.83829145075
1387,130442.02474116752
2070,139071.01793022375
1199,179050.16096084833
2479,172081.77432729065
501,317530.33940972923
2362,114491.80579311107
1718,196730.7802965948
2188,92557.87464780555
1483,146479.07457267275
2557,98703.18418647653
437,345005.4189911508
2224,214784.26988162394
1628,162924.49149364425
397,138843.4220732344
587,192318.2327355392
2182,727743.0364396689
971,129421.7737451426
2611,150105.06772352374
1887,100495.26899296281
2399,337580.96969323605
2148,209604.14727292658
304,111876.43362220051
1997,121465.0882722362
2817,114271.23486457593
1431,207102.6117517951
427,382300.57644371205
263,130845.69609507322
598,164192.73223538493
2895,251720.4526779655
687,161774.422216026
1822,132177.59743683328
2191,103398.33357223723
179,129279.87936512916
1009,220045.53458162272
2010,127039.98206222945
1991,142974.98584891035
1411,144951.48194005102
1721,253839.60952881817
1144,184742.99170609878
593,198457.72506473982
575,263457.215775741
1249,181881.63961102872
1604,132509.8943885357
1064,477698.9950254872
1923,155293.05868325944
1988,103257.58443456446
2325,171123.38713801093
114,201325.04829829445
2700,212233.20913348283
217,119208.4502357351
343,181457.85807077808
386,236628.89658672913
2005,103734.16404237968
2908,139729.82020795887
1814,206948.8190424522
2446,532864.0059488532
208,132060.96472663304
1679,120090.06716846631
822,319682.38095964934
6,183652.8347095721
1781,399163.3570468657
2397,262681.06701518333
2340,327007.5265328928
1618,172573.0339387438
2843,135562.29150679367
1061,368693.9289322729
2786,127425.81775572585
1935,127303.39253626153
1341,120280.7096420901
521,274132.2007935479
2136,138778.7330719619
996,187351.05671230092
227,150971.08227497677
135,148838.08144063517
1167,177153.59175101685
294,244212.91685699084
1776,209287.4543374782
540,175181.5832540588
1717,196730.7802965948
2303,129958.24142675666
116,169298.5436548125
127,129042.22816605537
1371,116796.76693738927
1014,182118.9609308954
1507,94628.61979802448
702,155584.81618306247
750,161432.89023570283
261,153784.77944958495
1559,83839.61259309253
577,242921.7323227657
2812,202494.71427641492
2080,157981.98295123244
1368,111842.45352989092
2376,128285.80518251605
659,100585.55599235932
1235,132039.4120679457
332,95023.23147204335
1917,134824.02987827896
2094,266700.58739594737
1460,276346.81428232003
1471,192034.05174649868
1509,122181.40936123033
1922,130068.03004178763
433,510756.15963806247
460,275894.17077937047
1116,253418.0240688611
1137,164859.14643001853
53,172889.8645613596
2354,244759.95665173297
1475,206247.63693798875
1761,655253.1494769334
842,145161.19668490285
2739,161146.37496707478
2509,164915.68669725404
1007,200250.48293848045
2610,174530.24058862563
1952,90895.2208735256
2719,194922.77360890812
2921,100514.64361470146
1966,141649.18891654254
292,121770.07142052057
1204,195112.2061625881
1829,241391.9315434026
2419,184344.51421053705
391,161525.98222698306
798,125567.2172947836
481,183535.25690230567
193,193417.981543653
555,134485.9746672178
899,93222.43464959806
2357,183032.86471108222
328,107664.58030392963
1356,113883.76156044826
1154,128944.87253357454
1730,175664.4504553414
2249,142601.98226513673
1119,244828.5623007845
2856,130150.03061337718
1394,146441.55904568286
2587,128955.69507116645
61,361978.62306495407
2661,193705.03434047147
2711,138623.11985688118
1147,180208.95496057044
757,123238.45013040946
2623,103742.60100021027
2378,151990.28339506197
1413,134892.0426249461
1722,225070.00491812066
1112,210515.0165902197
1623,189914.05768793132
1201,182754.01323410825
1513,105777.97584240626
957,262016.31117900636
1171,250670.50064499848
1145,192732.03553375107
2726,261290.23376661807
703,136583.08493241595
760,85407.47404697762
1964,131761.04271090726
2512,180055.29755791972
159,147607.60615081957
1281,175816.9003244526
468,176720.2873194047
290,118980.3435109626
665,103629.2817520967
1463,277050.35682758
1792,227303.16903516545
923,168445.09064459946
500,277799.1268301458
1408,122062.57335846676
331,89666.34115473522
170,111027.46914954434
2192,107520.16026011923
2571,327558.04891417536
2314,171149.38501316446
2647,102675.30057411057
422,416057.1865115091
2457,368283.51672914356
1838,226907.45869219248
2805,243936.32609142584
1645,167492.4433192081
1711,291203.46944774827
2825,265748.360677199
322,364181.5904974958
2103,265905.3849284459
342,130178.50934273019
600,119012.72665283349
488,196318.04188321388
1725,338765.54274092056
2246,268095.172018947
2847,146890.88748365763
806,234724.148065223
530,232281.01026066698
963,192755.4906613846
2678,102060.56531527251
171,92820.7807382491
2401,412441.9528143322
805,209372.68845409062
2259,196906.03564544345
1748,161897.74161939262
1361,138008.1936022662
1677,121093.70670925197
1406,142375.27377841173
2322,243077.59966208617
688,176616.90258460472
143,142535.62311138678
804,188010.46181594275
1214,169120.1992149567
2828,144534.8112247254
1999,187353.63427045074
2467,195943.8591143937
2665,153481.8444133391
1538,362064.31642224157
398,122424.9430081264
2822,137893.1636714267
2157,146156.49933775302
1856,177343.2569670793
1269,102798.48921517027
2570,131933.0312539904
2320,232246.16768256295
1517,136791.07026470086
2304,130525.48114191055
1312,95731.85118589597
2012,138656.02443765936
506,213569.94177441287
2865,218199.27206386693
2367,107375.93032583807
554,107270.4961691183
238,136408.65586032261
1954,125513.83202769628
2488,138637.25146261218
2291,102463.34781862564
1969,102496.15411815696
2725,156547.27364285957
1482,146479.07457267275
2763,193774.703383872
503,238804.31482436956
1584,251400.16413927643
1531,183462.8686456049
2210,211781.27625521054
459,343483.8683253279
556,140748.06107538496
1347,153200.97994057153
1290,97025.04329111557
1388,122804.48154170698
1571,179928.06320889926
2754,199582.41443130205
765,136239.3834983175
2494,135302.7938986027
2870,204129.17113384773
7,241647.0910856173
1114,256577.7003589504
2418,274633.3653776795
291,132205.05539079162
18,369558.6680357936
39,347995.09871932154
1001,302447.74924818624
2442,235325.1844140018
616,131262.94495969085
2680,99048.91615746976
1414,118036.48187962554
289,135958.34433729906
40,264355.8325162546
860,132763.31092314396
409,131934.90889150012
673,149672.47086434174
2427,172401.26125942278
2036,173969.7283351014
2564,145638.51395336055
642,177687.84977533756
1008,183478.258613442
1908,161287.1766114602
2519,191920.37001003802
1369,81422.64194863239
2855,183235.0793000159
712,94986.50921014039
1943,85758.8902585622
1958,138700.66629077104
107,137101.3874634206
2295,172213.3837615861
704,102454.43078529835
676,133809.422534245
259,183862.15077584598
93,286830.4570767645
106,230468.1667073162
2315,188839.60787389122
1050,127236.06924947209
1095,183698.87001819626
2709,142599.39210006606
758,143769.93392507342
1496,150909.1810390598
2370,120771.47909395397
2458,276313.2277758111
2733,124607.34443220572
161,261853.56428587477
726,139807.01233935438
845,211774.01684241823
947,250636.61732078216
2232,104547.57305893522
